name,category_list,funding_total_usd,country_code,state_code,founded_at,funding_rounds,first_funding_at,last_funding_at,status_binary
groundedpower,['Clean Technology'],1268000.0,USA,MA,2008-01-01,2,2010-01-07,2010-09-15,1
group commerce,"['Coupons', 'E-Commerce', 'Group Buying']",39000000.0,USA,NY,2010-03-01,3,2010-06-01,2012-05-29,0
groupcard,"['Facebook Applications', 'Gift Card', 'Payments', 'Social Media']",41358853.86867132,USA,CA,2007-01-01,1,2009-06-01,2009-06-01,1
grouply,"['Social Network Media', 'Software']",2600000.0,USA,CA,2006-03-01,3,2007-06-01,2008-01-14,0
groupme,"['Messaging', 'Mobile', 'Social Media']",11450000.0,USA,NY,2010-05-01,2,2010-08-25,2011-01-04,1
groupoff,['E-Commerce'],15515606.656651298,SGP,unknown,2010-06-06,1,2010-06-07,2010-06-07,0
groupon,"['Advertising', 'Discounts', 'Internet', 'Local Commerce', 'Retail', 'Social Media', 'Technology']",1137000000.0,USA,IL,2008-11-11,6,2007-01-01,2011-02-25,1
groupstream,"['Collaboration', 'Media', 'Shared Services']",21189.0,SGP,unknown,2011-01-01,1,2011-09-05,2011-09-05,0
groupswim,"['Collaboration', 'Enterprise 2.0', 'Enterprises', 'Forums', 'SaaS', 'Social Network Media', 'Software']",41358853.86867132,USA,CA,2005-10-01,1,2008-01-01,2008-01-01,0
grow mobile,"['App Marketing', 'Apps', 'Mobile', 'Mobile Games']",1000000.0,USA,CA,2012-08-01,1,2012-09-01,2012-09-01,1
growblox,"['Biotechnology', 'Manufacturing', 'Medical']",2000000.0,USA,NV,2010-02-22,1,2014-06-05,2014-06-05,1
growingio,"['Big Data Analytics', 'Business Services']",171682000.60144928,CHN,22,2015-05-01,1,2015-07-03,2015-07-03,0
growlife,"['Farming', 'Logistics', 'Manufacturing', 'Service Providers', 'Supply Chain Management']",204892075.0,USA,WA,1987-01-01,15,2011-01-26,2015-10-30,1
grows up,"['Babies', 'E-Commerce', 'Kids', 'Marketplaces']",41358853.86867132,USA,CA,2010-01-01,1,2010-01-01,2010-01-01,0
growth networks,"['Electronics', 'Networking', 'Systems']",16000000.0,USA,CA,1995-08-19,1,1999-11-30,1999-11-30,1
groxis,['Enterprise Software'],16000000.0,USA,CA,2001-01-01,2,2004-11-02,2006-08-28,0
grubhub,"['Business Services', 'Delivery', 'Hospitality', 'Restaurants']",84100000.0,USA,IL,2004-01-01,6,2007-11-01,2013-08-21,1
gruburg,"['Hospitality', 'Reviews and Recommendations', 'Startups']",3500.0,USA,WA,2010-08-01,1,2010-09-10,2010-09-10,0
grupo42,"['Artificial Intelligence', 'Design', 'Interest Graph', 'Services', 'Software', 'Technology', 'Web Development', 'Web Tools']",2662845.8,ARG,7,2007-09-01,1,2009-05-01,2009-05-01,0
gruvie,"['Social Media', 'Social Network Media']",41358853.86867132,USA,UT,2007-01-01,1,2008-01-01,2008-01-01,0
gsi - global social intelligence,"['Apps', 'Data Integration', 'Technology']",18710.0,SGP,unknown,2014-10-01,1,2014-11-28,2014-11-28,0
gspoon,"['Apps', 'Kids', 'Publishing']",100000.0,SGP,unknown,2011-05-24,1,2015-09-04,2015-09-04,0
gt advanced technologies,"['Clean Technology', 'Technology']",83649920.0,USA,NH,1994-01-01,2,2010-08-12,2013-05-29,1
gt nexus,['Software'],11753046.0,USA,CA,1998-01-01,2,2007-04-01,2011-02-11,1
gt solar,"['Clean Technology', 'Solar']",40000000.0,USA,NH,1994-01-01,1,2010-01-19,2010-01-19,0
gtess corp,"['Information Technology', 'Services', 'Technology']",13500000.0,USA,TX,1990-01-01,3,2001-10-25,2004-01-07,1
gtronix,"['Semiconductors', 'Technology']",23250000.0,USA,CA,2003-01-01,6,2004-07-08,2009-08-20,0
gtx,['Pharmaceuticals'],84682455.0,USA,TN,1999-05-09,3,2003-08-20,2014-11-24,1
guangzhou broad vision telecom,['Web Hosting'],2200000.0,CHN,30,2005-03-06,1,2009-06-17,2009-06-17,0
guaranteach,"['Curated Web', 'Education']",41358853.86867132,USA,MD,2008-07-01,3,2008-07-01,2010-02-01,1
guardednet,"['Enterprise Software', 'Logistics', 'Security']",9000000.0,SGP,unknown,1999-01-01,1,2002-11-15,2002-11-15,0
guardent,['Security'],25000000.0,USA,MA,1997-05-17,1,2001-08-28,2001-08-28,1
guardianedge technologies,['Enterprise Software'],19500000.0,USA,CA,2002-01-01,3,2005-06-06,2007-07-23,1
guardium,"['Databases', 'Hardware + Software', 'Networking', 'Security']",11800000.0,USA,MA,2002-01-01,2,2005-08-12,2006-05-17,1
guava technologies,"['Biotechnology', 'Health Diagnostics']",17500000.0,USA,CA,1998-01-01,3,2001-06-22,2005-11-04,1
gucash,"['Banking', 'Content', 'E-Commerce', 'Music', 'Payments', 'Social Games', 'Virtual Goods']",250000.0,ARG,7,2010-01-03,1,2010-01-03,2010-01-03,0
gudeng precision,['Semiconductors'],10754286.25,TWN,unknown,2005-08-06,1,2009-11-17,2009-11-17,1
guerillapps,"['Games', 'Green', 'Mobile Games', 'Social Games', 'Sustainability']",500000.0,USA,NY,2008-05-01,1,2010-12-01,2010-12-01,0
guguchu,"['DIY', 'Music', 'P2P Money Transfer']",41358853.86867132,USA,NY,2009-12-01,1,2009-12-01,2009-12-01,0
guidance software,"['Data Security', 'Ediscovery', 'Software']",7544031.0,USA,CA,1997-01-01,1,2012-03-06,2012-03-06,1
guidecity,"['Apps', 'Travel', 'Travel & Tourism']",25000.0,SGP,unknown,2010-11-18,1,2015-03-01,2015-03-01,0
guided therapeutics,['Biotechnology'],11082001.0,USA,GA,1992-01-01,4,2010-09-10,2015-07-15,1
gullivearth,"['Curated Web', 'Social Network Media', 'Universities']",158940.0,FRA,A3,2009-10-28,1,2010-04-28,2010-04-28,0
gulu.com,"['Chat', 'Curated Web', 'Mobile', 'Social Network Media']",300000.0,TWN,3,2011-05-17,1,2010-05-17,2010-05-17,0
gumi,['Games'],94000000.0,SGP,unknown,2007-01-01,3,2011-12-05,2014-07-04,1
gumiyo,"['Cloud Computing', 'Mobile', 'Publishing', 'SaaS']",41358853.86867132,USA,CA,2006-11-01,1,2007-10-01,2007-10-01,1
gunosy,['Mobile'],24100000.0,JPN,unknown,2012-11-14,3,2013-02-05,2014-06-23,1
gurnard perch sophisticated technologies,['Curated Web'],1350000.0,HKG,unknown,2011-01-01,1,2011-06-01,2011-06-01,0
guru,"['Business Services', 'Marketplaces', 'Market Research']",16000000.0,USA,PA,1998-01-01,1,1999-11-30,1999-11-30,1
guruji,['Search'],15000000.0,IND,19,2006-10-12,2,2006-01-01,2007-01-01,0
gushcloud,"['Advertising', 'Internet', 'Mobile', 'Sales and Marketing', 'Social Network Media']",15515606.656651298,SGP,unknown,2011-01-01,2,2012-02-28,2015-08-12,1
gutenberg technology,"['Advertising', 'Cloud Computing', 'Collaboration', 'Databases', 'Digital Media', 'iPad', 'Publishing', 'Services', 'Software', 'Textbooks', 'Web Development']",6433000.0,FRA,A8,2010-01-01,2,2013-05-28,2013-11-14,0
gw pharmaceuticals,['Biotechnology'],179200000.0,GBR,P8,1998-01-01,1,2015-04-29,2015-04-29,1
gws photonics,"['Internet', 'Networking', 'Services']",3000000.0,USA,PA,1999-10-11,1,2004-01-22,2004-01-22,0
gydget,"['Games', 'Networking', 'Web Tools']",1000000.0,USA,CA,2007-10-01,2,2006-08-01,2007-11-01,1
gyft,"['Gift Card', 'Mobile', 'Social Network Media']",7500000.0,SGP,unknown,2012-01-13,5,2012-06-10,2013-09-25,1
gyst,"['Internet', 'Local', 'Local Search', 'Mobile', 'Search']",100000.0,NGA,5,2010-06-01,1,2010-03-01,2010-03-01,0
h-art (wpp),['Public Relations'],64795.0,ITA,20,2005-01-01,1,2005-04-01,2005-04-01,1
h-care,"['3D', 'Chat', 'CRM', 'Entertainment', 'Services', 'Software', 'Virtual Workforces']",129590.0,ITA,20,2005-01-01,1,2005-04-01,2005-04-01,1
h-umus,['Software'],508520.0,ITA,20,2007-01-01,1,2006-07-01,2006-07-01,1
h2i technologies,['Hardware + Software'],3954000.0,FRA,A6,2004-04-06,1,2008-07-18,2008-07-18,0
h2o degree,"['Energy', 'Utilities', 'Water']",500000.0,USA,PA,2010-12-05,1,2015-03-18,2015-03-18,0
habeas,['Enterprise Software'],6000000.0,USA,CA,2002-01-01,1,2006-08-02,2006-08-02,1
habiteo,['Real Estate'],3371127.41737929,FRA,A8,2011-03-13,1,2015-06-24,2015-06-24,0
hackermeter,"['Recruiting', 'Software']",41358853.86867132,USA,CA,2013-05-15,1,2013-03-01,2013-03-01,1
hackhands,"['EdTech', 'Education', 'Training', 'Video Chat']",175000.0,USA,NY,2013-09-01,1,2014-08-06,2014-08-06,1
hackpad,"['Business Productivity', 'Document Management', 'Productivity Software']",41358853.86867132,USA,CA,2011-11-01,1,2012-03-01,2012-03-01,1
hadapt,"['Analytics', 'Big Data', 'Big Data Analytics', 'Business Intelligence', 'Software']",16200000.0,USA,MA,2010-01-01,2,2011-10-21,2012-11-08,1
hadasit bio holdings,['Biotechnology'],2000000.0,ISR,6,2005-01-01,1,2015-06-28,2015-06-28,1
hagamospool.com,"['Communities', 'Marketplaces', 'Travel']",15515606.656651298,SGP,unknown,2013-11-04,1,2014-02-01,2014-02-01,1
hairmod,"['Apps', 'Beauty', 'Lifestyle']",200000.0,SGP,unknown,2015-05-05,1,2015-05-05,2015-05-05,0
hal knowledge solutions,['Software'],7275635.0,ITA,9,1984-01-01,1,2002-10-16,2002-10-16,1
hall,"['Collaboration', 'Enterprises', 'Messaging', 'Mobile']",6080000.0,USA,CA,2011-01-01,3,2011-09-01,2013-07-23,1
hallpass media,['Games'],2000000.0,CAN,AB,2008-01-01,1,2008-01-01,2008-01-01,1
hallway social learning network,['Social Media'],41358853.86867132,USA,DC,2008-05-25,1,2012-09-05,2012-09-05,0
halozyme therapeutics,['Biotechnology'],113000000.0,USA,CA,2007-02-25,3,2011-06-08,2014-01-06,1
ham-it,"['Advertising', 'Enterprise Software']",340000.0,USA,MA,2008-01-07,1,2007-10-01,2007-10-01,0
hammerhead systems,['Web Hosting'],73000000.0,USA,CA,2002-01-01,3,2004-01-26,2007-08-01,0
hammerkit,"['Curated Web', 'Services', 'Web Presence Management']",1613875.0,FIN,13,2006-11-30,1,2012-01-19,2012-01-19,0
hana biosciences,['Biotechnology'],116267844.0,USA,CA,2005-07-12,2,2009-10-23,2010-06-07,0
handango,['Mobile'],60500000.0,USA,NC,2002-06-01,1,2006-09-12,2006-09-12,1
handle my health,"['Health and Wellness', 'mHealth', 'Software']",405000.0,GBR,C3,2012-09-01,2,2012-08-31,2012-09-09,1
handmade mobile,['Social Media'],15391438.0,USA,CA,2014-01-01,3,2007-06-19,2011-07-15,0
handmark,"['Mobile', 'Wireless']",10000000.0,USA,MO,2000-07-01,2,2005-09-12,2006-09-07,1
hands-on mobile,"['Games', 'Mobile']",30000000.0,USA,CA,2001-01-01,1,2005-10-05,2005-10-05,1
handsfree networks,['Software'],4000000.0,USA,MA,1999-01-01,1,2012-06-13,2012-06-13,0
handsignal,"['Enterprises', 'Service Providers', 'Wireless']",1350000.0,USA,KS,1997-07-01,1,2001-10-12,2001-10-12,0
handsomexcutive,"['E-Commerce', 'Fashion', 'iPhone']",120000.0,SGP,unknown,2011-01-01,1,2010-09-01,2010-09-01,0
handylab,['Biotechnology'],23600000.0,USA,MI,1996-08-11,3,2000-11-22,2008-08-05,1
hansen medical,['Health Care'],115971247.0,USA,CA,2002-01-01,5,2011-12-08,2015-03-25,1
hanwha solarone,"['Clean Technology', 'Renewable Energies']",670000000.0,CHN,23,2004-01-01,2,2013-06-27,2013-12-02,1
happy tom,"['Consumer Goods', 'Pets', 'Subscription Service']",43000.0,USA,CA,2014-09-20,1,2014-09-01,2014-09-01,1
happyshop,"['App Marketing', 'Apps', 'Coupons', 'Discounts', 'E-Commerce', 'Location Based Services', 'Mobile', 'Mobile Commerce', 'Online Reservations', 'QR Codes', 'Retail', 'Sales and Marketing', 'Shopping']",5600000.0,CHL,12,2010-11-01,3,2010-11-01,2012-06-11,0
"happytables, ltd.","['Developer APIs', 'Restaurants', 'Technology']",506725.631103741,GBR,H9,2012-01-01,1,2015-09-01,2015-09-01,0
hara,['Enterprise Software'],45000000.0,USA,CA,2008-01-01,3,2009-05-15,2011-05-17,1
harbin pharmaceutical,"['Biotechnology', 'Business Services', 'Pharmaceuticals']",200000000.0,SGP,unknown,2000-09-08,1,2004-12-20,2004-12-20,0
harbinger medical,['Health Care'],550000.0,USA,MN,1993-01-01,1,2010-04-26,2010-04-26,0
hardmetrics,['Enterprise Software'],2000000.0,USA,PA,2003-01-01,1,2006-12-05,2006-12-05,1
harmonia,"['Beauty', 'Healthcare Services', 'Marketplaces']",96263.0,SGP,unknown,2012-01-27,1,2013-06-01,2013-06-01,0
harmonix music systems,['Games'],15045983.0,USA,MA,1995-01-01,5,1996-05-28,2015-09-04,1
harmony information systems,['Software'],42000000.0,USA,VA,1998-01-01,4,2006-12-12,2011-12-15,1
harry and david,"['E-Commerce', 'Hospitality']",100000000.0,USA,OR,1934-01-01,1,2013-10-03,2013-10-03,1
hart intercivic,['Hardware + Software'],1200000.0,USA,TX,2000-09-20,2,2005-01-01,2011-07-06,0
hashable,"['Contact Management', 'Mobile', 'Networking']",4000000.0,USA,NY,2010-01-01,3,2008-11-14,2010-11-22,0
hashgo,['Software'],25000.0,USA,CA,2007-11-19,1,2012-03-01,2012-03-01,0
"hashtaggy, inc.","['Mobile', 'Social Media']",20000.0,USA,UT,2015-05-15,1,2015-07-09,2015-07-09,0
hashtip,"['Curated Web', 'Mobile', 'Reviews and Recommendations', 'Social Commerce', 'Social Media']",200000.0,USA,NJ,2012-03-12,1,2012-04-01,2012-04-01,0
hassle.com,"['CRM', 'E-Commerce', 'Local', 'Local Based Services', 'Small and Medium Businesses']",6814032.0,GBR,H9,2011-11-01,4,2012-04-02,2014-05-08,1
hatteras networks,['Web Hosting'],36000000.0,USA,NC,2000-01-01,2,2005-06-08,2006-06-01,1
haute secure,"['Security', 'Software']",2100000.0,USA,WA,2006-01-01,2,2007-01-01,2009-03-09,1
hautelook,"['E-Commerce', 'Fashion', 'Flash Sales', 'Shopping']",41000000.0,USA,CA,2007-12-01,2,2009-05-12,2010-06-03,1
haymap llc,['Software'],41358853.86867132,USA,TX,2015-01-01,1,2014-11-01,2014-11-01,0
hazel mail,"['Customer Service', 'Postal and Courier Services']",25000.0,SGP,unknown,2008-05-21,1,2012-09-01,2012-09-01,0
hazelmail,['Curated Web'],25000.0,SGP,unknown,2012-01-01,1,2012-08-01,2012-08-01,0
hci,"['Shipping', 'Software']",41358853.86867132,USA,FL,2008-01-01,1,2013-11-14,2013-11-14,1
headcase humanufacturing,['Software'],900000.0,USA,CA,2006-01-01,1,2006-08-28,2006-08-28,0
headliner,"['Entertainment', 'Events', 'Marketplaces']",118000.0,SGP,unknown,2011-03-25,1,2015-07-06,2015-07-06,0
headmix,['Software'],660000.0,USA,CA,2007-01-01,1,2009-11-04,2009-11-04,0
headplay,['Games'],10814672.0,USA,CA,1998-01-01,4,2010-05-05,2010-10-08,0
headset,['Big Data'],15515606.656651298,SGP,unknown,2011-04-20,1,2015-08-01,2015-08-01,0
headsprout,['Software'],10356751.0,USA,WA,1999-01-01,3,2001-09-25,2010-03-11,1
headstrong,['Consulting'],75000.0,USA,IL,1981-01-01,1,2010-02-19,2010-02-19,1
heald college,"['Career Management', 'Colleges', 'Education', 'Health Care', 'Legal']",41358853.86867132,USA,OR,2004-12-11,1,2009-03-24,2009-03-24,1
healogica,"['Clinical Trials', 'Curated Web']",890000.0,USA,NY,2007-10-30,2,2008-03-20,2009-04-17,0
health benefits direct,"['Finance', 'FinTech']",5400000.0,USA,PA,2004-01-01,1,2010-10-01,2010-10-01,0
health diagnostic laboratory,"['Health and Wellness', 'Health Diagnostics']",400000.0,USA,VA,2008-01-01,1,2009-04-15,2009-04-15,1
health discovery,['Biotechnology'],475000.0,USA,GA,2001-01-01,1,2009-04-08,2009-04-08,1
health guru media inc.,"['Colleges', 'Content', 'Doctors', 'Health and Wellness', 'Health Care', 'Internet', 'Media', 'Medical', 'News', 'Video', 'Video Streaming']",9450000.0,USA,NY,2007-01-01,3,2007-01-01,2011-06-29,1
health hero network(bosch healthcare),['Software'],16000000.0,USA,CA,1988-01-01,1,2006-11-17,2006-11-17,1
health impact solutions,['Health and Wellness'],35800843.303138405,NLD,3,2005-04-25,1,2009-08-06,2009-08-06,0
health informatics,['Health and Wellness'],10000000.0,USA,VA,2008-02-12,1,2012-05-25,2012-05-25,0
health market science,['Analytics'],17939377.0,USA,PA,1999-01-01,4,2005-01-27,2010-08-23,1
healthagen,"['Health and Wellness', 'Health Care', 'Insurance']",3000000.0,USA,NY,2005-09-20,1,2010-01-01,2010-01-01,1
healthcaremagic,"['Health and Wellness', 'Health Care', 'Health Care Information Technology', 'Internet']",2500000.0,IND,19,2008-02-05,1,2009-02-12,2009-02-12,1
healthcaresource,['Software'],41200000.0,USA,MA,1992-01-01,2,2008-02-15,2010-11-08,1
healthcentral,"['Health and Wellness', 'News']",50000000.0,USA,VA,2006-01-01,1,2008-01-01,2008-01-01,1
healthdatainsights,['Health and Wellness'],13200000.0,USA,NV,2001-04-20,1,2005-08-01,2005-08-01,1
healthequity,['Health and Wellness'],12500000.0,USA,UT,2002-01-01,1,2011-09-09,2011-09-09,1
healthfusion,"['Cloud Computing', 'Electronic Health Records', 'SaaS', 'Software', 'Web Development']",2242196.0,USA,CA,1998-01-01,2,2010-01-04,2012-07-17,1
healthlok,"['Electronic Health Records', 'Health and Wellness', 'Health Care']",41358853.86867132,USA,NE,2008-10-01,2,2006-01-01,2008-01-01,0
healthmedia,"['Health and Wellness', 'Health Care', 'Medical']",3000000.0,USA,MI,1998-12-18,1,2003-03-31,2003-03-31,1
healthpocket,"['Curated Web', 'Health Care']",2000000.0,USA,CA,2012-01-01,1,2012-08-22,2012-08-22,1
healthrageous,['Hardware + Software'],15000000.0,USA,MA,2010-01-01,3,2011-07-08,2013-06-09,0
healthrally,['Social Media'],400000.0,USA,CA,2010-03-01,2,2011-12-01,2012-01-01,0
healthspring,"['Biotechnology', 'Hospitals']",3700000.0,USA,TN,2000-01-01,1,2013-06-19,2013-06-19,1
healthstream,['Enterprise Software'],2400000.0,USA,TN,1990-01-01,1,2014-03-19,2014-03-19,1
healthtone,"['Apps', 'Health and Wellness', 'Health Care']",1695000.0,UKR,13,2014-12-15,1,2014-11-15,2014-11-15,0
healthvest craig ranch,"['Health Care', 'Medical', 'Pharmaceuticals']",201250.0,USA,TX,2010-01-09,1,2014-04-22,2014-04-22,0
healthwarehouse.com,['E-Commerce'],17620401.0,USA,OH,2007-08-30,7,2009-04-27,2014-08-26,1
healthways,"['Fitness', 'Health and Wellness', 'Health Care']",25000000.0,USA,TN,1981-01-01,2,2011-09-13,2013-10-02,1
healthyout,"['Health and Wellness', 'Internet', 'Nutrition', 'Personal Health']",41358853.86867132,USA,NY,2012-01-01,1,2013-01-14,2013-01-14,1
healthytweet,"['Curated Web', 'Health and Wellness', 'Health Care', 'Medical', 'Twitter Applications']",500000.0,SGP,unknown,2009-02-10,1,2009-02-18,2009-02-18,0
healvo,"['Delivery', 'Health Care', 'Medical']",210000.0,USA,CA,2015-09-11,2,2015-09-11,2015-10-01,0
hearsay.it,['Software'],100000.0,SGP,unknown,2011-02-28,1,2011-01-01,2011-01-01,0
hearticus,"['Kids', 'Parenting', 'Services', 'Technology']",2500.0,SGP,unknown,2015-02-03,1,2015-02-20,2015-02-20,0
heartscape,['Health Care'],16980998.0,USA,MD,2000-01-01,1,2007-04-24,2007-04-24,1
"heartscape technologies, inc.","['Healthcare Services', 'Medical Devices', 'Technology']",18400000.0,USA,NY,2005-11-01,2,2005-10-10,2007-04-25,0
heartthis,"['E-Commerce', 'Online Shopping', 'Reviews and Recommendations']",2000000.0,USA,CA,2013-06-01,1,2013-08-21,2013-08-21,1
heartware international,['Hardware + Software'],55000000.0,USA,MA,2004-01-01,1,2009-08-14,2009-08-14,1
heat biologics,"['Biotechnology', 'Health Care']",15599800.0,USA,NC,2008-01-01,4,2009-11-18,2014-08-25,1
heekya,"['Facebook Applications', 'Photo Sharing', 'Semantic Search', 'Social Media', 'Video Streaming']",15515606.656651298,SGP,unknown,2008-05-08,1,2008-04-01,2008-04-01,0
heilongjiang weikang bio-tech group,['Biotechnology'],4999994.0,CHN,8,2005-11-07,2,2010-02-18,2010-12-20,1
"helbiz, inc.","['E-Commerce Platforms', 'Employment', 'Online Rental', 'Peer-to-Peer', 'Shared Services']",250000.0,USA,NY,2015-10-16,1,2015-10-20,2015-10-20,0
heliae,['Biotechnology'],123400000.0,USA,AZ,2008-01-01,3,2012-05-02,2013-09-03,0
helicomm,['Web Hosting'],1000000.0,USA,CA,2002-01-01,1,2006-03-21,2006-03-21,0
helicos biosciences,"['Biotechnology', 'Health Diagnostics', 'Life Sciences']",10000008.0,USA,MA,2005-06-17,1,2009-09-28,2009-09-28,1
helios health,['Health Care'],20000000.0,USA,GA,1996-08-03,1,2000-11-14,2000-11-14,0
heliotrope technologies,"['Clean Technology', 'Energy Efficiency']",11482.0,USA,CA,2012-06-01,2,2013-01-01,2014-01-01,0
helium,"['Curated Web', 'Journalism', 'Publishing']",31986800.0,USA,MA,2004-07-16,3,2008-10-27,2011-05-05,1
helix micro,"['Batteries', 'Manufacturing', 'Services']",12300000.0,USA,CA,2004-03-15,1,2008-06-26,2008-06-26,0
helix therapeutics,['Biotechnology'],3362500.0,USA,CT,2006-01-01,3,2009-03-19,2010-11-23,0
helixis,['Biotechnology'],17333335.0,USA,CA,2007-01-01,2,2007-08-30,2009-10-21,1
hellhouse media,"['Distribution', 'Entertainment', 'Film', 'Games', 'Internet', 'Media', 'Sales and Marketing', 'Video']",250000.0,USA,WA,2004-11-20,1,2009-02-16,2009-02-16,0
hello block,"['Design', 'Developer APIs', 'Open Source', 'Service Providers']",118000.0,SGP,unknown,2010-08-02,1,2014-11-13,2014-11-13,0
hello chair,['Mobile'],889999.0,USA,CA,2006-01-01,2,2007-06-01,2010-04-12,0
hello giggles,['Media'],41358853.86867132,USA,CA,2011-05-29,1,2014-09-12,2014-09-12,1
hello real estate,"['Business Services', 'Online Auctions', 'Proximity Internet', 'Real Estate']",3300000.0,AUS,2,2011-07-01,3,2011-08-01,2015-08-03,0
hellocasa,"['Home & Garden', 'Services']",537817.0,SGP,unknown,2014-09-18,1,2015-04-09,2015-04-09,0
hellosoft,['Web Hosting'],11000000.0,USA,CA,1998-10-18,1,2003-01-29,2003-01-29,1
hellowallet,['Software'],16150000.0,USA,DC,2009-01-01,3,2010-03-05,2012-01-26,1
help me rent magazine,"['Home & Garden', 'Internet', 'News', 'Online Rental', 'Real Estate', 'Technology']",500000.0,USA,CA,2010-01-01,1,2010-08-01,2010-08-01,0
help/systems,"['Information Technology', 'IT Management', 'Security', 'Software']",41358853.86867132,USA,MN,1982-01-01,1,2012-04-17,2012-04-17,1
helphive,"['Curated Web', 'Local', 'Reviews and Recommendations']",250000.0,USA,WA,2008-01-01,1,2008-07-01,2008-07-01,0
helpmerent.com,"['Home & Garden', 'Internet', 'Online Rental', 'Real Estate', 'Social Network Media']",154000.0,USA,CA,2010-10-01,1,2011-08-01,2011-08-01,0
"helpsquad, llc","['Customer Service', 'Lead Generation']",500000.0,USA,PA,2015-06-01,1,2015-06-01,2015-06-01,0
hematris wound care,['Biotechnology'],3000000.0,DEU,2,2005-08-18,1,2009-11-29,2009-11-29,0
hemosphere,['Health Care'],9300000.0,USA,GA,2005-12-25,1,2010-04-07,2010-04-07,1
hemoteq,"['Clinical Trials', 'Life Sciences', 'Medical Devices']",26718000.17836007,DEU,7,1999-01-01,1,1999-09-01,1999-09-01,1
henri miller,"['E-Commerce', 'Fashion']",100000.0,LBN,4,2015-05-01,1,2015-05-01,2015-05-01,0
heptares therapeutics,['Biotechnology'],26500000.0,GBR,F8,2007-01-01,3,2007-08-10,2015-09-28,1
herbabyshower,['E-Commerce'],41358853.86867132,USA,CA,2002-01-01,1,2012-10-01,2012-10-01,0
hereorthere,['Travel'],21214175.002838995,GBR,unknown,2002-09-20,1,2007-01-01,2007-01-01,0
heritage pharmaceuticals,"['Health Care', 'Pharmaceuticals', 'Supply Chain Management']",10000000.0,USA,NJ,2005-01-01,1,2008-04-15,2008-04-15,0
heroicnet,"['Services', 'Web Hosting', 'Web Tools']",100000.0,SGP,unknown,2015-06-06,1,2015-07-17,2015-07-17,0
heroku,"['Enterprise Software', 'Venture Capital', 'Web Development']",13020000.0,USA,CA,2007-07-01,3,2008-01-01,2010-05-10,1
hersha hospitality trust,['Hospitality'],500000000.0,USA,PA,1998-01-01,1,2014-03-10,2014-03-10,0
heska,['Biotechnology'],3570000.0,USA,CO,1998-01-01,1,2013-03-05,2013-03-05,1
heureka software,"['Data Integration', 'Data Security', 'Software']",1925000.0,USA,OH,2014-06-01,3,2014-10-01,2015-08-01,0
heverest.ru,['E-Commerce'],11700000.0,RUS,48,2011-04-02,3,2011-11-15,2013-04-01,0
"hey, neighbor!","['Collaborative Consumption', 'Curated Web', 'File Sharing', 'Local Based Services', 'Marketplaces', 'Networking', 'Peer-to-Peer']",140000.0,USA,NY,2010-01-01,1,2011-01-01,2011-01-01,0
hey!,['Apps'],200000.0,SGP,unknown,2011-01-15,1,2015-04-28,2015-04-28,0
heyanita,['Software'],29300000.0,USA,CA,1995-10-24,4,2000-02-04,2002-10-14,1
heybadges,"['Application Platforms', 'Business Services', 'Games']",15000.0,SGP,unknown,2015-02-02,1,2015-02-02,2015-02-02,0
heybubble,"['Chat', 'Customer Service', 'Lead Generation', 'Productivity Software', 'SaaS', 'Sales and Marketing', 'Software', 'Startups', 'Web Tools']",400000.0,USA,NY,2011-10-17,2,2012-01-01,2012-01-01,1
heysan,"['Messaging', 'SMS']",875000.0,USA,CA,2007-01-24,2,2007-01-25,2007-07-27,1
heyspace,['Games'],20000000.0,CHN,30,2005-01-01,1,2008-02-12,2008-02-12,0
hhgregg,"['Consumer Electronics', 'E-Commerce', 'Electronics', 'Furniture', 'Home & Garden', 'Tablets', 'Video']",16500000.0,USA,IN,2005-04-12,1,2009-07-24,2009-07-24,1
hi-stor technologies,['Software'],3480000.0,FRA,B3,1997-01-01,2,2005-01-01,2007-10-31,0
hi5,"['Games', 'Networking']",52000000.0,USA,CA,2003-12-01,4,2007-07-01,2010-07-13,1
hibeam internet & voice,['Web Hosting'],41358853.86867132,USA,MO,2005-08-23,1,2009-12-04,2009-12-04,0
hiconversion.ru,['Advertising'],286911.0,RUS,48,2009-02-09,1,2013-05-23,2013-05-23,0
hidden city games,['Games'],15000000.0,USA,WA,2004-01-01,1,2007-10-31,2007-10-31,0
hiddenmind technology,"['Application Platforms', 'Mobile', 'Software']",50000000.0,USA,NC,1994-01-01,1,2000-06-14,2000-06-14,1
higear,['Automotive'],1300000.0,USA,CA,2011-01-01,2,2011-05-01,2011-10-07,1
high density networks,['Web Hosting'],1000000.0,USA,CA,2005-01-28,1,2009-05-11,2009-05-11,0
high gear media,['Automotive'],12000000.0,USA,CA,2007-01-01,2,2007-11-01,2009-06-30,1
high street partners,['Software'],14300000.0,USA,MA,2002-01-01,2,2011-08-10,2013-03-25,0
high tower software,['Security'],1000000.0,USA,CA,1999-01-01,1,2006-10-31,2006-10-31,1
highbeam research,['Curated Web'],3100000.0,USA,IL,2002-01-01,1,2002-12-27,2002-12-27,1
higher one,['Education'],41358853.86867132,USA,CT,2000-01-01,3,2002-01-01,2008-08-01,1
highernext,"['Education', 'Testing']",1065000.0,USA,PA,2010-06-01,4,2010-09-01,2012-07-19,1
